name,price,piece_count,url,price_per_piece,age_range
Heartlake City Community Kitchen,54.39,695,https://www.lego.com/en-us/product/heartlake-city-community-kitchen-41747,0.078,8+
Sports Center,66.49,832,https://www.lego.com/en-us/product/sports-center-41744,0.08,8+
Newsroom Van,17.99,446,https://www.lego.com/en-us/product/newsroom-van-41749,0.04,6+
Sea Rescue Center,49.99,376,https://www.lego.com/en-us/product/sea-rescue-center-41736,0.133,7+
Mateo and Z-Blob the Robot,15.99,237,https://www.lego.com/en-us/product/tbd-green-titan-71454,0.067,7+
Izzie and Bunchu the Bunny,15.99,259,https://www.lego.com/en-us/product/bd-carrot-titan-71453,0.062,7+
Nya and Arin's Baby Dragon Battle,24.49,157,https://www.lego.com/en-us/product/nya-and-arins-baby-dragon-battle-71798,0.156,4+
Batmobile™ Pursuit: Batman™ vs. The Joker™,21.59,54,https://www.lego.com/en-us/product/tbd-lsh-21-2023-76264,0.4,4+
Kai and Ras's Car and Bike Battle,15.99,103,https://www.lego.com/en-us/product/kai-and-rass-car-and-bike-battle-71789,0.155,4+
3in1 Tree House,89.99,126,https://www.lego.com/en-us/product/3in1-tree-house-10993,0.714,3+
Mr. Oz's Spacebus,69.99,878,https://www.lego.com/en-us/product/mr-ozs-spacebus-71460,0.08,9+
Pegasus Flying Horse,39.99,482,https://www.lego.com/en-us/product/tbd-darkviolet-titan-71457,0.083,8+
Crocodile Car,41.99,494,https://www.lego.com/en-us/product/crocodile-car-71458,0.085,8+
Diddy Kong's Mine Cart Ride Expansion Set,76.99,1157,https://www.lego.com/en-us/product/diddy-kong-s-mine-cart-ride-expansion-set-71425,0.067,8+
Stable of Dream Creatures,47.99,681,https://www.lego.com/en-us/product/stable-of-dream-creatures-71459,0.07,8+
Donkey Kong's Tree House Expansion Set,59.99,555,https://www.lego.com/en-us/product/tbd-leaf-12-2023-71424,0.108,8+
Pancake Shop,8.79,157,https://www.lego.com/en-us/product/pancake-shop-41753,0.056,6+
Beach Buggy Fun,8.79,61,https://www.lego.com/en-us/product/beach-buggy-fun-41725,0.144,4+
Gabby & MerCat's Ship & Spa,15.99,88,https://www.lego.com/en-us/product/gabby--mercats-ship--spa-10786,0.182,4+
Heartlake City Bus,34.99,480,https://www.lego.com/en-us/product/heartlake-city-bus-41759,0.073,7+
Water Park,23.99,19,https://www.lego.com/en-us/product/water-park-10989,1.263,2+
Camping Adventure,39.99,37,https://www.lego.com/en-us/product/camping-adventure-10997,1.081,2+
Street Skate Park,54.39,454,https://www.lego.com/en-us/product/street-skate-park-60364,0.12,6+
Amy's Animal Rescue Island,34.99,388,https://www.lego.com/en-us/product/amy-s-animal-rescue-island-76992,0.09,7+
Wind Turbine and Electric Car,7.99,16,https://www.lego.com/en-us/product/wind-turbine-and-electric-car-10985,0.499,2+
Spring Lantern Festival,95.99,1793,https://www.lego.com/en-us/product/spring-lantern-festival-80107,0.054,8+
Mei's Dragon Jet,15.99,246,https://www.lego.com/en-us/product/meis-dragon-jet-80041,0.065,7+
Peter Pan & Wendy's Storybook Adventure,13.99,111,https://www.lego.com/en-us/product/peter-pan--wendys-storybook-adventure-43220,0.126,5+
Organic Garden,35.99,43,https://www.lego.com/en-us/product/organic-garden-10984,0.837,1½+
Alphabet Town,39.99,87,https://www.lego.com/en-us/product/alphabet-town-10935,0.46,1½+
Disney Princess Creative Castles,34.99,140,https://www.lego.com/en-us/product/disney-princess-creative-castles-43219,0.25,6+
Disney 100th Celebration,23.99,501,https://www.lego.com/en-us/product/disney-100th-celebration-40622,0.048,10+
Creative Party Box,39.99,900,https://www.lego.com/en-us/product/creative-party-box-11029,0.044,5+
Organic Market,20.99,40,https://www.lego.com/en-us/product/organic-market-10983,0.525,1½+
Family House on Wheels,15.99,31,https://www.lego.com/en-us/product/family-house-on-wheels-10986,0.516,2+
Paisley's House,31.99,185,https://www.lego.com/en-us/product/paisleys-house-41724,0.173,4+
Princess Enchanted Journey,51.99,320,https://www.lego.com/en-us/product/princess-enchanted-journey-43216,0.162,6+
Police Training Academy,79.99,823,https://www.lego.com/en-us/product/police-training-academy-60372,0.097,6+
4x4 Off-Roader Adventures,29.99,252,https://www.lego.com/en-us/product/4x4-off-roader-adventures-60387,0.119,6+
Custom Car Garage,47.99,507,https://www.lego.com/en-us/product/custom-car-garage-60389,0.095,6+
Leo's Room,15.99,203,https://www.lego.com/en-us/product/leos-room-41754,0.079,6+
Spider-Man's House,15.99,25,https://www.lego.com/en-us/product/spider-mans-house-10995,0.64,2+
Fire Station and Fire Truck,39.99,153,https://www.lego.com/en-us/product/fire-station-and-fire-truck-60375,0.261,4+
Aliya's Room,15.99,209,https://www.lego.com/en-us/product/aliyas-room-41740,0.077,6+
Skate Park,49.99,431,https://www.lego.com/en-us/product/skate-park-41751,0.116,6+
Liann's Room,11.99,204,https://www.lego.com/en-us/product/lianns-room-41739,0.059,6+
Miles Morales vs. Morbius,24.99,220,https://www.lego.com/en-us/product/miles-morales-vs-morbius-76244,0.114,7+
Hulk Mech Armor,11.99,138,https://www.lego.com/en-us/product/hulk-mech-armor-76241,0.087,6+
Aurora's Castle,35.99,187,https://www.lego.com/en-us/product/auroras-castle-43211,0.192,4+
Peach's Garden Balloon Ride Expansion Set,39.99,453,https://www.lego.com/en-us/product/tbd-leaf-7-2023-71419,0.088,7+
Cole’s Earth Dragon EVO,27.99,285,https://www.lego.com/en-us/product/coles-earth-dragon-evo-71782,0.098,7+
Dog Rescue Center,47.99,617,https://www.lego.com/en-us/product/dog-rescue-center-41727,0.078,7+
Heartlake International School,79.99,985,https://www.lego.com/en-us/product/heartlake-international-school-41731,0.081,8+
Heartlake Downtown Diner,20.99,346,https://www.lego.com/en-us/product/heartlake-downtown-diner-41728,0.061,6+
Lunar New Year Parade,77.99,1653,https://www.lego.com/en-us/product/tbd-ctf-2023-2-80111,0.047,8+
Payakan the Tulkun & Crabsuit,79.99,761,https://www.lego.com/en-us/product/tbd-coconut-2023-5-75579,0.105,10+
Skimwing Adventure,27.99,259,https://www.lego.com/en-us/product/tbd-coconut-2023-2-75576,0.108,8+
Fire Truck,29.99,21,https://www.lego.com/en-us/product/fire-truck-10969,1.428,2+
Shuri's Sunbird,29.99,355,https://www.lego.com/en-us/product/tbd-lsh-batch-c1-2022-76211,0.084,8+
Jake Sully & his Avatar,19.99,246,https://www.lego.com/en-us/product/tbd-coconut-40554,0.081,10+
Mini Disney The Haunted Mansion,23.99,680,https://www.lego.com/en-us/product/mini-disney-the-haunted-mansion-40521,0.035,12+
Mickey Mouse & Minnie Mouse Stitch-on Patch,5.99,95,https://www.lego.com/en-us/product/mickey-mouse--minnie-mouse-stitch-on-patch-41963,0.063,8+
LEGO® DUPLO® Green Building Plate,11.99,1,https://www.lego.com/en-us/product/lego-duplo-green-building-plate-10980,11.99,1½+
Ultimate Adventure Castle,99.99,698,https://www.lego.com/en-us/product/ultimate-adventure-castle-43205,0.143,6+
Wild Animals of the World,103.99,142,https://www.lego.com/en-us/product/wild-animals-of-the-world-10975,0.732,2+
Double Loop Stunt Arena,95.99,598,https://www.lego.com/en-us/product/double-loop-stunt-arena-60339,0.161,7+
The Shark Attack Stunt Challenge,34.99,122,https://www.lego.com/en-us/product/the-shark-attack-stunt-challenge-60342,0.287,5+
Adventures with Peach Starter Course,35.99,354,https://www.lego.com/en-us/product/tbd-leaf-8-2022-71403,0.102,6+
Triceratops Pickup Truck Ambush,44.99,210,https://www.lego.com/en-us/product/tbd-jw-mdp-1-2022-76950,0.214,7+
Police Station & Helicopter,39.99,40,https://www.lego.com/en-us/product/police-station--helicopter-10959,1.0,2+
Fire Station & Helicopter,71.99,117,https://www.lego.com/en-us/product/fire-station--helicopter-10970,0.615,2+
Bath Time Fun: Floating Animal Train,19.99,14,https://www.lego.com/en-us/product/bath-time-fun-floating-animal-train-10965,1.428,1½+
Number Train - Learn To Count,19.99,23,https://www.lego.com/en-us/product/number-train---learn-to-count-10954,0.869,1½+
Lunar New Year Traditions,63.99,1066,https://www.lego.com/en-us/product/lunar-new-year-traditions-80108,0.06,8+
LEGO® Technic™ Small Hub Battery,74.95,1,https://www.lego.com/en-us/product/lego-technic-small-hub-battery-45612,74.95,6+
Brick Box,29.99,65,https://www.lego.com/en-us/product/brick-box-10913,0.461,1½+
Remote Control,13.79,1,https://www.lego.com/en-us/product/remote-control-88010,13.79,7+
Story of Nian,63.99,1067,https://www.lego.com/en-us/product/story-of-nian-80106,0.06,8+
Snowman & Reindeer Duo,7.99,126,https://www.lego.com/en-us/product/snowman--reindeer-duo-854050,0.063,7+
LEGO® Education BricQ Motion Essential Set,159.95,523,https://www.lego.com/en-us/product/lego-education-bricq-motion-essential-set-45401,0.306,6+
Year of the Pig,9.99,153,https://www.lego.com/en-us/product/year-of-the-pig-40186,0.065,7+
AT-AT™,849.99,6785,https://www.lego.com/en-us/product/at-at-75313,0.125,18+
Aloy & Varl vs. Shell-Walker & Sawtooth,44.99,768,https://www.lego.com/en-us/product/aloy--varl-vs-shell-walker--sawtooth-77037,0.059,9+
Kai's Ninja Climber Mech,69.99,623,https://www.lego.com/en-us/product/kais-ninja-climber-mech-71812,0.112,9+
Cole's Elemental Earth Mech,19.99,235,https://www.lego.com/en-us/product/coles-elemental-earth-mech-71806,0.085,7+
Kai's Elemental Fire Mech,29.99,322,https://www.lego.com/en-us/product/kais-elemental-fire-mech-71808,0.093,7+
Jade Rabbit,11.99,288,https://www.lego.com/en-us/product/jade-rabbit-40643,0.042,8+
Moana & Merida,15.99,410,https://www.lego.com/en-us/product/moana--merida-40621,0.039,10+
Tales of the Space Age,39.99,688,https://www.lego.com/en-us/product/tales-of-the-space-age-21340,0.058,18+
The Phantom Menace™,32.99,732,https://www.lego.com/en-us/product/the-phantom-menace-40676,0.045,10+
Harry Potter™ & Cho Chang,15.99,267,https://www.lego.com/en-us/product/harry-potter--cho-chang-40616,0.06,10+
Frodo™ & Gollum™,11.99,184,https://www.lego.com/en-us/product/frodo--gollum-40630,0.065,10+
Arin's Battle Mech,15.99,104,https://www.lego.com/en-us/product/arins-battle-mech-71804,0.154,4+
Sonic the Hedgehog™,7.99,139,https://www.lego.com/en-us/product/sonic-the-hedgehog-40627,0.057,10+
Mei's Dragon Mech,79.99,990,https://www.lego.com/en-us/product/meis-dragon-mech-80053,0.081,9+
Mirabel Madrigal,7.99,179,https://www.lego.com/en-us/product/mirabel-madrigal-40753,0.045,10+
Birthday Set,7.79,141,https://www.lego.com/en-us/product/birthday-set-40382,0.055,7+
"Miles ""Tails"" Prower",7.99,131,https://www.lego.com/en-us/product/miles-tails-prower-40628,0.061,10+
Color & Distance Sensor,9.79,1,https://www.lego.com/en-us/product/color-distance-sensor-88007,9.79,7+
Sora's Transforming Mech Bike Racer,38.39,384,https://www.lego.com/en-us/product/soras-transforming-mech-bike-racer-71792,0.1,8+
NASA Space Shuttle Discovery,199.99,2354,https://www.lego.com/en-us/product/nasa-space-shuttle-discovery-10283,0.085,18+
Hulkbuster,549.99,4049,https://www.lego.com/en-us/product/hulkbuster-76210,0.136,18+
Jay’s Titan Mech,63.99,794,https://www.lego.com/en-us/product/jays-titan-mech-71785,0.081,9+
Kai’s Mech Rider EVO,35.99,312,https://www.lego.com/en-us/product/kais-mech-rider-evo-71783,0.115,7+
Tuk Tuk,9.99,155,https://www.lego.com/en-us/product/tuk-tuk-40469,0.064,7+
Tusken Raider™,7.99,152,https://www.lego.com/en-us/product/tusken-raider-40615,0.053,10+
Gandalf the Grey™ & Balrog™,15.99,348,https://www.lego.com/en-us/product/gandalf-the-grey--balrog-40631,0.046,10+
Aragorn™ & Arwen™,15.99,261,https://www.lego.com/en-us/product/aragorn--arwen-40632,0.061,10+
Draco Malfoy™ & Cedric Diggory,15.99,262,https://www.lego.com/en-us/product/draco-malfoy--cedric-diggory-40617,0.061,10+
Sonic the Hedgehog™: Knuckles & Shadow,15.99,298,https://www.lego.com/en-us/product/sonic-the-hedgehog-knuckles--shadow-40672,0.054,10+
Legolas & Gimli™,15.99,297,https://www.lego.com/en-us/product/legolas--gimli-40751,0.054,10+
Mos Eisley Cantina™,319.99,3187,https://www.lego.com/en-us/product/mos-eisley-cantina-75290,0.1,18+
Typewriter,199.99,2079,https://www.lego.com/en-us/product/typewriter-21327,0.096,18+
Nintendo Entertainment System™,269.99,2646,https://www.lego.com/en-us/product/nintendo-entertainment-system-71374,0.102,18+
NINJAGO® City Gardens,279.99,5686,https://www.lego.com/en-us/product/ninjago-city-gardens-71741,0.049,14+
Tree House,249.99,3036,https://www.lego.com/en-us/product/tree-house-21318,0.082,16+
Dungeons & Dragons®,3.99,9,https://www.lego.com/en-us/product/tbd-minifigures-ip-3-2024-71047,0.443,5+
The Globe,183.99,2585,https://www.lego.com/en-us/product/the-globe-21332,0.071,18+
Batmobile™ Tumbler,215.99,2049,https://www.lego.com/en-us/product/lego-dc-batman-batmobile-tumbler-76240,0.105,18+
Sanctum Sanctorum,199.99,2708,https://www.lego.com/en-us/product/tbd-lsh-17-2022-76218,0.074,18+
Taj Mahal,119.99,2022,https://www.lego.com/en-us/product/taj-mahal-21056,0.059,18+
The Pumpkin Farm,23.99,257,https://www.lego.com/en-us/product/the-pumpkin-farm-21248,0.093,8+
Ghostbusters™ ECTO-1,239.99,2352,https://www.lego.com/en-us/product/tbd-expert-5-2020-10274,0.102,18+
A-Frame Cabin,179.99,2082,https://www.lego.com/en-us/product/a-frame-cabin-21338,0.086,18+
Millennium Falcon™,101.99,1353,https://www.lego.com/en-us/product/millennium-falcon-75257,0.075,9+
The Amazing Spider-Man,199.99,2099,https://www.lego.com/en-us/product/the-amazing-spider-man-31209,0.095,18+
Luke Skywalker’s Landspeeder™,191.99,1890,https://www.lego.com/en-us/product/luke-skywalker-s-landspeeder-75341,0.102,18+
Downtown,159.99,2010,https://www.lego.com/en-us/product/downtown-60380,0.08,8+
Princess Leia™ (Boushh™) Helmet,69.99,670,https://www.lego.com/en-us/product/tdb-lsw-2023-8-75351,0.104,18+
Freight Train,159.99,1153,https://www.lego.com/en-us/product/freight-train-60336,0.139,7+
Hogwarts™ Chamber of Secrets,149.99,1176,https://www.lego.com/en-us/product/tbd-hp8-2021-76389,0.128,9+
The Office,119.99,1164,https://www.lego.com/en-us/product/tbd-ideas-6-2022-21336,0.103,18+
Corvette,119.99,1210,https://www.lego.com/en-us/product/corvette-10321,0.099,18+
LEGO® Ideas Fender® Stratocaster™,95.99,1074,https://www.lego.com/en-us/product/lego-ideas-fender-stratocaster-21329,0.089,18+
The Fauna Collection – Macaw Parrots,47.99,644,https://www.lego.com/en-us/product/the-fauna-collection--macaw-parrots-31211,0.075,18+
John Deere 948L-II Skidder,159.99,1492,https://www.lego.com/en-us/product/john-deere-948l-ii-skidder-42157,0.107,11+
Villain Icons,129.99,1540,https://www.lego.com/en-us/product/villain-icons-43227,0.084,18+
Quidditch™ Trunk,54.39,599,https://www.lego.com/en-us/product/quidditch-trunk-76416,0.091,9+
Tulips,5.99,111,https://www.lego.com/en-us/product/tulips-40461,0.054,8+
Exotic Pink Parrot,19.99,253,https://www.lego.com/en-us/product/exotic-pink-parrot-31144,0.079,7+
The Shrieking Shack & Whomping Willow™,71.99,777,https://www.lego.com/en-us/product/tbd-playset-mdp2-76407,0.093,9+
Medieval Castle,99.99,1426,https://www.lego.com/en-us/product/medieval-castle-31120,0.07,9+
Singapore,59.99,827,https://www.lego.com/en-us/product/singapore-21057,0.073,18+
Nightmare Shark Ship,111.99,1389,https://www.lego.com/en-us/product/nightmare-shark-ship-71469,0.081,10+
Sailboat,15.99,102,https://www.lego.com/en-us/product/sailboat-60438,0.157,5+
Jungle Explorer ATV Red Panda Mission,7.69,92,https://www.lego.com/en-us/product/jungle-explorer-atv-red-panda-mission-60424,0.084,6+
Family Reunion Celebration,90.99,1823,https://www.lego.com/en-us/product/family-reunion-celebration-80113,0.05,8+
Dragon of the East Palace,132.99,2364,https://www.lego.com/en-us/product/dragon-of-the-east-palace-80049,0.056,10+
Nano Gauntlet,69.99,675,https://www.lego.com/en-us/product/tbd-lsh-22-2022-76223,0.104,18+
Birdhouse,23.99,476,https://www.lego.com/en-us/product/birdhouse-31143,0.05,8+
Jungle Explorer Water Plane,18.39,177,https://www.lego.com/en-us/product/jungle-explorer-water-plane-60425,0.104,6+
Expecto Patronum,69.99,754,https://www.lego.com/en-us/product/expecto-patronum-76414,0.093,14+
LEGO® Harry Potter™ 2024 Advent Calendar,35.99,301,https://www.lego.com/en-us/product/advent-calendar-2024-76438,0.12,7+
Wolverine's Adamantium Claws,55.99,596,https://www.lego.com/en-us/product/tbd-lsh-10-2023-76250,0.094,18+
Mercedes-AMG F1 W12 E Performance & Mercedes-AMG Project One,20.99,564,https://www.lego.com/en-us/product/tbd-speed-champions-ip4-2022-76909,0.037,9+
Modern Art,39.99,805,https://www.lego.com/en-us/product/modern-art-31210,0.05,18+
Supersonic-jet,15.99,215,https://www.lego.com/en-us/product/supersonic-jet-31126,0.074,7+
Growing Carrot,7.99,11,https://www.lego.com/en-us/product/growing-carrot-10981,0.726,1½+
White Rabbit,15.99,258,https://www.lego.com/en-us/product/white-rabbit-31133,0.062,8+
Train Station,59.99,907,https://www.lego.com/en-us/product/train-station-60335,0.066,7+
The Battle of Hogwarts™,63.99,730,https://www.lego.com/en-us/product/the-battle-of-hogwarts-76415,0.088,9+
Destiny’s Bounty - Race Against Time,127.99,1739,https://www.lego.com/en-us/product/destinys-bounty---race-against-time-71797,0.074,9+
Firefighter Aircraft,79.99,1134,https://www.lego.com/en-us/product/firefighter-aircraft-42152,0.071,10+
Green Race Car,7.99,56,https://www.lego.com/en-us/product/green-race-car-60399,0.143,4+
Fantastical Tree House,65.99,1257,https://www.lego.com/en-us/product/fantastical-tree-house-71461,0.052,9+
Dungeons & Dragons® 6 Pack,23.95,57,https://www.lego.com/en-us/product/tbd-6-pack-71047-66765,0.42,5+
Peter Pan & Wendy's Flight over London,47.99,466,https://www.lego.com/en-us/product/peter-pan-wendy-s-flight-over-london-43232,0.103,10+
Space Explorers Pack,19.19,426,https://www.lego.com/en-us/product/space-explorers-pack-60441,0.045,6+
Electric Sports Car,7.99,95,https://www.lego.com/en-us/product/electric-sports-car-60383,0.084,5+
The Ministry of Magic™,69.99,990,https://www.lego.com/en-us/product/tbd-hp-8-2022-76403,0.071,9+
I am Groot,43.99,476,https://www.lego.com/en-us/product/tbd-lsh-16-2022-76217,0.092,10+
Auspicious Dragon,89.99,1171,https://www.lego.com/en-us/product/auspicious-dragon-80112,0.077,10+
LEGO® City Advent Calendar 2024,23.09,195,https://www.lego.com/en-us/product/advent-calendar-2024-60436,0.118,5+
Vintage Motorcycle,11.99,128,https://www.lego.com/en-us/product/vintage-motorcycle-31135,0.094,8+
Ford Mustang Shelby® GT500®,49.99,544,https://www.lego.com/en-us/product/ford-mustang-shelby-gt500-42138,0.092,9+
Diagon Alley™: Weasleys' Wizard Wheezes™,71.99,834,https://www.lego.com/en-us/product/diagon-alley-weasleys-wizard-wheezes-76422,0.086,8+
McLaren Solus GT & McLaren F1 LM,20.99,581,https://www.lego.com/en-us/product/mclaren-solus-gt--mclaren-f1-lm-76918,0.036,9+
Explorer Diving Boat,31.99,182,https://www.lego.com/en-us/product/explorer-diving-boat-60377,0.176,5+
LEGO® ǀ Disney Advent Calendar 2024,35.99,253,https://www.lego.com/en-us/product/advent-calendar-2024-43253,0.142,5+
Spider-Man 2024 Advent Calendar,31.49,246,https://www.lego.com/en-us/product/spider-man-2024-advent-calendar-76293,0.128,7+
Bugatti Bolide Agile Blue,39.99,905,https://www.lego.com/en-us/product/bugatti-bolide-agile-blue-42162,0.044,9+
Drill Spinner Vehicle,7.99,58,https://www.lego.com/en-us/product/drill-spinner-vehicle-10792,0.138,4+
Deep-Sea Explorer Submarine,87.99,842,https://www.lego.com/en-us/product/deep-sea-explorer-submarine-60379,0.105,7+
Giganotosaurus & Therizinosaurus Attack,111.99,810,https://www.lego.com/en-us/product/tbd-jw-core-5-2022-76949,0.138,9+
Arctic Explorer Truck and Mobile Lab,59.99,489,https://www.lego.com/en-us/product/arctic-explorer-truck-and-mobile-lab-60378,0.123,6+
Lloyd's Elemental Power Mech,15.99,253,https://www.lego.com/en-us/product/lloyds-elemental-power-mech-71817,0.063,7+
LEGO® Star Wars™ Advent Calendar 2024,31.49,368,https://www.lego.com/en-us/product/advent-calendar-2024-75395,0.086,6+
Forbidden Forest™: Magical Creatures,23.99,172,https://www.lego.com/en-us/product/forbidden-forest-magical-creatures-76432,0.139,8+
Temple of the Dragon Energy Cores,75.99,1029,https://www.lego.com/en-us/product/temple-of-the-dragon-energy-cores-71795,0.074,8+
Space Construction Mech,8.79,140,https://www.lego.com/en-us/product/space-construction-mech-60428,0.063,6+
Rambi the Rhino Expansion Set,7.69,106,https://www.lego.com/en-us/product/tbd-leaf-8-2023-71420,0.073,7+
Combo Race Pack,23.99,362,https://www.lego.com/en-us/product/combo-race-pack-60395,0.066,6+
Autumn's Baby Cow Shed,8.79,79,https://www.lego.com/en-us/product/autumns-baby-cow-shed-42607,0.111,5+
Creative Fantasy Universe,53.99,1800,https://www.lego.com/en-us/product/creative-fantasy-universe-11033,0.03,5+
Larry's and Morton’s Airships Expansion Set,47.99,1062,https://www.lego.com/en-us/product/tbd-leaf-15-2023-71427,0.045,8+
John Deere 9620R 4WD Tractor,27.99,390,https://www.lego.com/en-us/product/tbd-technic-farm-2022-42136,0.072,8+
Hogwarts™: Room of Requirement,49.99,587,https://www.lego.com/en-us/product/hogwarts-room-of-requirement-76413,0.085,8+
Visitor Center: T. rex & Raptor Attack,90.99,693,https://www.lego.com/en-us/product/visitor-center-t-rex--raptor-attack-76961,0.131,12+
Deep Sea Creatures,11.99,230,https://www.lego.com/en-us/product/deep-sea-creatures-31088,0.052,7+
Escape from the Lost Tomb,31.99,600,https://www.lego.com/en-us/product/escape-from-the-lost-tomb-77013,0.053,8+
Ferrari 812 Competizione,17.49,261,https://www.lego.com/en-us/product/ferrari-812-competizione-76914,0.067,9+
BTS Dynamite,59.99,749,https://www.lego.com/en-us/product/bts-dynamite-21339,0.08,18+
The Avengers Quinjet,79.99,795,https://www.lego.com/en-us/product/the-avengers-quinjet-76248,0.101,9+
Disney Celebration Train,31.99,200,https://www.lego.com/en-us/product/disney-celebration-train-43212,0.16,4+
Train Tracks,15.99,23,https://www.lego.com/en-us/product/train-tracks-10882,0.695,2-5
Cargo Train,103.99,105,https://www.lego.com/en-us/product/cargo-train-10875,0.99,2-5
Steam Train,51.99,59,https://www.lego.com/en-us/product/steam-train-10874,0.881,2-5
Hot Rod,12.99,142,https://www.lego.com/en-us/product/tbd-gwp-11-mini-modulars-40409,0.091,8+
Chicken Skater Pod,6.99,36,https://www.lego.com/en-us/product/chicken-skater-pod-853958,0.194,6+
Move Hub,47.99,1,https://www.lego.com/en-us/product/move-hub-88006,47.99,7+
LEGO® Christmas Train Ride,9.99,169,https://www.lego.com/en-us/product/christmas-train-ride-40262,0.059,7+
Train Bridge and Tracks,19.99,26,https://www.lego.com/en-us/product/train-bridge-and-tracks-10872,0.769,2-5
Lion Dance,79.99,882,https://www.lego.com/en-us/product/lion-dance-80104,0.091,8+
Chinese New Year Temple Fair,119.99,1664,https://www.lego.com/en-us/product/chinese-new-year-temple-fair-80105,0.072,8+
Creative Transparent Bricks,23.99,500,https://www.lego.com/en-us/product/creative-transparent-bricks-11013,0.048,4+
Holiday Camper Van,15.99,190,https://www.lego.com/en-us/product/holiday-camper-van-60283,0.084,5+
Tractor,15.99,148,https://www.lego.com/en-us/product/tractor-60287,0.108,5+
Halloween Hayride,12.99,148,https://www.lego.com/en-us/product/halloween-hayride-40423,0.088,7+
Pumpkin & Bat Duo,9.99,131,https://www.lego.com/en-us/product/pumpkin--bat-duo-854049,0.076,7+
"The ""Abandoned"" Mine",15.99,248,https://www.lego.com/en-us/product/the-abandoned-mine-21166,0.064,7+
Spider & Haunted House Pack,7.99,132,https://www.lego.com/en-us/product/spider--haunted-house-pack-40493,0.061,7+
Adventures with Luigi Starter Course,41.99,280,https://www.lego.com/en-us/product/adventures-with-luigi-starter-course-71387,0.15,6+
Polar Bear & Gift Pack,7.99,142,https://www.lego.com/en-us/product/polar-bear--gift-pack-40494,0.056,7+
The Mushroom House,19.99,272,https://www.lego.com/en-us/product/tbd-minecraft-mushroom-2022-21179,0.073,8+
Hulk vs. Rhino Truck Showdown,15.99,110,https://www.lego.com/en-us/product/hulk-vs-rhino-truck-showdown-10782,0.145,4+
Valentine Lovebirds,12.99,298,https://www.lego.com/en-us/product/lego-valentine-lovebirds-40522,0.044,8+
Easter Rabbits Display,12.99,288,https://www.lego.com/en-us/product/lego-easter-rabbits-display-40523,0.045,8+
Lotus Evija,15.99,247,https://www.lego.com/en-us/product/tbd-speed-champions-ip2-2022-76907,0.065,8+
1970 Ferrari 512 M,15.99,291,https://www.lego.com/en-us/product/tbd-speed-champions-ip1-2022-76906,0.055,8+
Lamborghini Countach,11.99,262,https://www.lego.com/en-us/product/tbd-speed-champions-ip3-2022-76908,0.046,8+
Super Robot,7.99,159,https://www.lego.com/en-us/product/super-robot-31124,0.05,6+
Creative Monsters,7.99,140,https://www.lego.com/en-us/product/creative-monsters-11017,0.057,4+
Fantasy Forest Creatures,11.99,175,https://www.lego.com/en-us/product/fantasy-forest-creatures-31125,0.069,7+
Pyroraptor & Dilophosaurus Transport,35.99,254,https://www.lego.com/en-us/product/tbd-jw-mdp-2-2022-76951,0.142,7+
Blue & Beta Velociraptor Capture,27.99,181,https://www.lego.com/en-us/product/tbd-jw-core-2-2022-76946,0.155,6+
Dinosaur Nursery,19.99,27,https://www.lego.com/en-us/product/dinosaur-nursery-10938,0.74,2+
T. rex Dinosaur Breakout,39.99,140,https://www.lego.com/en-us/product/tbd-jw-4-2-2022-76944,0.286,4+
Wild Animals of Africa,7.99,10,https://www.lego.com/en-us/product/wild-animals-of-africa-10971,0.799,2+
Santa's Gingerbread House,27.99,50,https://www.lego.com/en-us/product/santas-gingerbread-house-10976,0.56,2+
The Skeleton Dungeon,34.99,364,https://www.lego.com/en-us/product/the-skeleton-dungeon-21189,0.096,8+
Beijing Postcard,11.99,276,https://www.lego.com/en-us/product/beijing-postcard-40654,0.043,9+
Spider-Man Figure,19.99,258,https://www.lego.com/en-us/product/tbd-lsh-25-2022-76226,0.077,8+
Black Panther: War on the Water,53.99,545,https://www.lego.com/en-us/product/tbd-lsh-batch-c3-2022-76214,0.099,8+
Ilu Discovery,19.99,179,https://www.lego.com/en-us/product/tbd-coconut-2023-1-75575,0.112,8+
Lunar New Year Display,53.99,872,https://www.lego.com/en-us/product/tbd-ctf-2023-1-80110,0.062,8+
Autumn's House,55.99,853,https://www.lego.com/en-us/product/autumns-house-41730,0.066,7+
Creative Ninja Brick Box,47.99,530,https://www.lego.com/en-us/product/creative-ninja-brick-box-71787,0.091,5+
Lloyd’s Ninja Street Bike,7.99,64,https://www.lego.com/en-us/product/lloyds-ninja-street-bike-71788,0.125,4+
Nya’s Water Dragon EVO,15.99,173,https://www.lego.com/en-us/product/nyas-water-dragon-evo-71800,0.092,6+
Zane’s Ice Dragon Creature,79.99,973,https://www.lego.com/en-us/product/zanes-ice-dragon-creature-71786,0.082,10+
Jay’s Lightning Jet EVO,7.99,146,https://www.lego.com/en-us/product/jays-lightning-jet-evo-71784,0.055,6+
Rocket Mech Armor,11.99,98,https://www.lego.com/en-us/product/rocket-mech-armor-76243,0.122,6+
The Hulkbuster: The Battle of Wakanda,49.99,385,https://www.lego.com/en-us/product/the-hulkbuster-the-battle-of-wakanda-76247,0.13,8+
Ghost Rider Mech & Bike,27.99,264,https://www.lego.com/en-us/product/ghost-rider-mech--bike-76245,0.106,7+
